target_group,main_material_id,clustered_material_ids,cluster_size
Aluminum,17329630-d0c5-11ee-a5db-51c996e4904a,"[""000cd600-d0c5-11ee-a483-53bd03fbf336"", ""070e4fa0-105f-11ee-9194-5145ac5207c5"", ""17329630-d0c5-11ee-a5db-51c996e4904a"", ""449934d0-d0c5-11ee-9bdb-d9e81c543ee9"", ""8f380ed0-105e-11ee-bb34-11da637a8807"", ""944f8c40-d0c5-11ee-b543-599aa09a259d"", ""a0641d70-105e-11ee-a58a-7d1af759e570"", ""a9cd41c0-d0c5-11ee-b14e-9ff7b0f19947"", ""d64d8980-105e-11ee-8c8a-45461e2ad7e1"", ""e773f2d0-105e-11ee-81c0-f526c4735aad"", ""f8852670-105e-11ee-bb34-11da637a8807""]",11
Aluminum,b6dccec0-40c2-11ec-90cc-b115e435979c,"[""001de5c1-c17e-446e-9238-b034ee722f20"", ""022f4e13-9e7b-42fe-b2df-0a61a7b7a373"", ""023ad78c-9d59-4419-a807-6e597157e93b"", ""030becd7-9630-40f0-a367-f6d997e9aa86"", ""048181d7-9cb6-4614-8854-6265e3a25b57"", ""05ca9e62-84aa-4b63-a9f3-0d6c3feacd51"", ""082a2d49-0f82-4cb4-b66b-21326c022a35"", ""08d1eded-1c68-45ca-886b-c38ec958df5e"", ""0e422c3d-f8f8-48dc-80a2-ba23459ebe1f"", ""0efa43b2-cdd2-4216-9a61-2b0d1503a9c3"", ""0f5d58ef-5fa4-44ff-95cf-2468aac0ca5a"", ""0fa4670d-b3af-4578-a835-8802e55322ed"", ""11f0a271-b7ee-4419-b417-97bdf02db25f"", ""167687a2-3406-45fd-a479-49111b4c22a5"", ""1b5e1ee8-5e2e-4439-9b75-f9ead18c1cb0"", ""1c81d2dc-c796-400b-8d88-cc8868d9cb75"", ""1d83f745-75be-4004-9f7e-987e89005303"", ""1e8ee920-3112-11f0-bc3c-41872ff99940"", ""22067b5a-3a73-4414-87d4-7d662012a243"", ""23fcee0a-5471-4ac3-9928-1a61adcdf7ae"", ""2477118a-f5e7-45a1-82f0-3791ebefce7a"", ""25eca204-199b-4f19-b35c-79ac0b1cc179"", ""266a4250-0690-11ef-b8cd-b17b044ff650"", ""2749f5d0-a469-4373-87ab-59e30cff9bd8"", ""27969041-df7f-4f83-8176-ae268eef3ee6"", ""29416992-09fa-4669-a2ee-2e03e7a526e4"", ""2987a67b-0155-407b-861c-41c2f446f990"", ""3b35a2f2-7956-4b3e-99c5-879f14d451df"", ""3ce9c7ce-bf1f-4d5f-9eb4-7e8d77f6cc15"", ""3e729314-87dc-4601-b87e-cecfe1dd5cbe"", ""4221c57a-01a7-470a-b18c-8ff84252c63f"", ""4423158a-92fb-4523-ae96-f7589d928458"", ""45e8d0d3-9d25-4f7a-ad30-f4672bf9fc50"", ""4a6fbb8c-5929-4f75-8934-9dbda3ebc3a4"", ""4b697baf-a5fe-4d95-8ee6-93650e3cc388"", ""4ca57afa-a5b4-4ca2-9400-390dc4a6ceb9"", ""4d3b1e2d-932f-48c2-9e8f-74f16edcee14"", ""50aa5d47-5385-4656-8299-ce21da48efba"", ""519725bc-5a32-444b-a6cd-cbab29010d24"", ""51cfcc96-be26-4cad-a967-f2d1645fbd8f"", ""52097bfc-1b74-4629-9ec3-8fa509c2d4ec"", ""5483a66f-67ab-4203-b0ba-98180a82de45"", ""5839cf00-baa0-11ec-a803-69114099fde1"", ""591bc5e9-2dd9-41f6-8521-13206455eb9c"", ""622a3715-3a10-44d1-8380-203c180b7ca6"", ""626bac00-baa0-11ec-a803-69114099fde1"", ""630e7fc1-9ddc-405e-9f8d-9f84fa907ae5"", ""672462cc-ed42-4ce3-bbcc-d089c2787d1a"", ""672b27b8-3823-46a1-aad2-caef6b91bcaa"", ""6ce94ba4-8d25-4d04-a6e7-fb38e40f50e4"", ""6dbc4440-848b-4b3c-a4a6-cffb43495758"", ""70dd9ae6-bacd-45a3-b522-e0713e49e754"", ""7490046e-e0f5-4faa-a564-9658b21d5771"", ""758dce20-3156-4cc8-9906-58d0b86a4de2"", ""7601eb90-47de-4fac-9c47-30333218130d"", ""76743a70-1dfd-4786-93c0-08213e3e3459"", ""78776ed4-d286-42fc-b7ba-61b45d9759d6"", ""78c70050-a11b-11ed-8285-4100d7e8c640"", ""7aa4af88-b9bc-4c5e-90dc-18f9402ba98b"", ""7dbc36d6-17b0-413b-8a29-ba0fc28fa0a2"", ""7df6bb0d-5e89-4fe8-915d-f78e91c48cf6"", ""81632147-8e79-4deb-b991-dedc9a141f21"", ""862431ab-8422-40d1-9b8d-b42ca0d8e7a9"", ""869f8590-ba89-11ec-a803-69114099fde1"", ""894721fd-5558-4144-b850-1e8928a64795"", ""895ce040-18b3-4866-89e0-b59ffdf9dd47"", ""8e521b5a-f231-4981-8648-4fe2e69e51d8"", ""91c23734-1eaf-42ca-908f-789d2b7f78b7"", ""96f2edc4-b921-4e19-b188-fa8bacd09b1f"", ""977cd81c-3c77-4109-8b20-1fab4a41969b"", ""97b5ab3e-df64-4800-862d-f4be9c781e8a"", ""9b02b25f-d5cd-4b10-a6a0-9ab80ec14ad3"", ""9b9c2720-5395-11f0-9428-df1940ed9f9d"", ""9dbf9664-0a7f-411b-8877-c51f7594c536"", ""a32b666e-c5c8-4fa9-bdee-c3762c4df0d6"", ""a5ec47ef-9958-4330-9c62-88cd34e7941e"", ""a67b793b-ace0-433e-9572-b2f3d5bcb6c7"", ""a77bb802-3ab7-4bbc-aa83-201f3303b812"", ""a7fa65e0-ebd1-47fe-99e0-506ae0756e00"", ""af7d8f60-0c19-4d2e-926d-e1d5ecc7c737"", ""b4f64d01-335f-446b-be54-2794c4cfc535"", ""b5517666-ba55-4f99-9e34-ed9b2c820ece"", ""b6bec73d-680a-497f-a404-51608280ed7d"", ""b6dccec0-40c2-11ec-90cc-b115e435979c"", ""be172b94-bb45-4f8a-981e-40211fabb4b8"", ""c163260c-615c-4867-847d-aebf09e98da4"", ""c1b13860-c948-11ef-bd01-79c4330e4f69"", ""c1d166e1-d9b7-48b4-82c9-2b23de5e603d"", ""c1ed79d5-3ca5-48ed-ab8c-664d696834f3"", ""c6de4c32-0bc4-469e-a8c0-cb4bd33c11d3"", ""cbb6ad89-d589-495d-b0c8-d4f4014c73d7"", ""cf748186-3837-406e-8049-0e9739f2213a"", ""d03419be-f9c8-45b9-9448-1de1edccf260"", ""d0e292eb-391d-4ddb-9f8c-4b8692353a36"", ""d26920c3-35d5-4165-950c-654143574e62"", ""d517e600-09d5-11ec-a204-212ba4798cd2"", ""d5dc25f2-7157-4a55-9879-22be72b0b82a"", ""d8f045f4-17e5-4f9e-ac92-fe4e06c6a079"", ""dfb0a440-1583-11f0-92b4-b7c2b754068a"", ""e09494c8-8808-417b-9e1e-03b2382a24bc"", ""e1c3dd15-950b-4753-af90-25c217ab47ac"", ""e8b9ec97-388d-4000-86ef-629d599e24fe"", ""eb7c6942-f30b-4fd4-a7f6-efae01fba362"", ""ed984ed7-1e00-41c8-9afa-94e9ab6293df"", ""f0b95f0d-12fc-42ad-8e7e-6663ec3a3a00"", ""f85dcda5-4f6a-4fe8-9e3c-61edf68b4ad3"", ""fdc500f0-e387-11ed-a29b-c97dedd890f3"", ""fe3282b7-6851-41a0-8c69-dc729799a657"", ""fe38c149-d9d3-4079-a068-ac1c27269e98"", ""fe4f041d-717a-459d-9175-28e767fff8b0""]",110
Aluminum,0023dba7-1784-423a-8d6a-14d9c9cfa5ed,"[""0023dba7-1784-423a-8d6a-14d9c9cfa5ed"", ""0d74b2db-ad5f-452d-8bee-60d8a1e482e4"", ""1a1436d3-fea9-443c-9f63-fe3d3d65503c"", ""1af23996-4cb4-49ac-a674-d041ac2ea53a"", ""1c5aaab1-bde1-43ab-abfa-046d073781ba"", ""23ba4fff-b79e-43aa-9096-48cf43ff63de"", ""2a8f2ef3-e6bb-4f07-8753-bf77eab83488"", ""2df445e0-3130-11f0-ab4d-15e78e4cd3f3"", ""34ecdf22-7202-4ad9-b9b1-1820a7d9530b"", ""3580e10f-1e95-4684-8892-22a8290e7f80"", ""41903918-597d-465a-aba4-34e76962e4ed"", ""46b150cc-38ef-47e4-b230-cd2c256c65a8"", ""509a8964-2e56-4505-9912-4ebb7b5c57ec"", ""51d75b0c-0c4b-4272-84e3-3433aac69fc8"", ""65115af0-1ade-4e54-9f44-3c5a79dcc008"", ""74932236-a057-4d2d-a55b-6dcb1d343038"", ""758c7e50-9e1b-11ec-a809-05e4e5dcfdf5"", ""8a97e614-c076-4dbd-b4a8-98a7674dc9af"", ""8b814a22-7c99-4bf3-a99b-5321cd5fed9e"", ""9a47ec5a-84ae-40b1-ad48-b5cc82946e89"", ""9a8fb505-95cf-44f5-b25d-cad76cc9cd3b"", ""9acb4fd5-3841-482d-a421-3de6d84c2b3a"", ""ab2ff5d6-1bb4-4c47-99ff-4a3f706f32be"", ""bccc48a2-3c53-43bc-8eea-155a1d2d983d"", ""c30f7170-9556-11ef-a3c1-13a7eb7d11cc"", ""c505a181-078f-4708-a694-569ea95b7b19"", ""dd8e0729-b625-46b2-81cf-0a6173857492"", ""eab668f7-e0c9-4bb3-9c74-665f16fd199c"", ""f5437998-73cb-4eda-a183-4fe7c22f1bd2"", ""f70c46e0-1c37-11ee-9526-f3f0c2538587"", ""f7193c26-0ead-4713-b3a9-42771701dc27"", ""f8478f19-9d3d-4cc5-9d7a-1e2ad45ac572""]",32
Aluminum,003d4c77-4f83-492a-b64d-90f6e7ce0a31,"[""003d4c77-4f83-492a-b64d-90f6e7ce0a31""]",1
Aluminum,9d9b012a-b367-4af3-bb74-9dff56ab62f4,"[""0043a5f8-9749-4dc0-b76d-2836d1f914c2"", ""028a07fe-887f-4a54-92ef-79349ac5e7dc"", ""02fc7c08-6d12-47d1-9bf4-6afc219df9ec"", ""03ca5add-e762-4826-a222-d0d96691b0b1"", ""060431b0-4bfd-11ec-9a33-57282ecd4507"", ""0746553a-7846-4c0b-bac1-634482cf1b7c"", ""08442df4-e479-4334-a872-4c50d640821e"", ""0a8355e0-d20a-11ef-aaab-259cf0d4f41a"", ""0ad1dfa0-7ffb-11ef-b05e-3bd92b528209"", ""0b761df4-99c5-4197-b056-a4366d083132"", ""0c5738a9-2f62-4b09-af9f-fe39fc537869"", ""0dd9ae5b-7109-4cd8-97de-09c2a17fc31e"", ""0e85f219-6f11-4dd1-bc5f-8e304c1da69e"", ""0fc50e52-411e-4f96-90fe-f450c0f96ad4"", ""10536450-42e5-11f0-9fe6-7ffb56c1b322"", ""10d4a434-165f-4686-86f5-bb22af6adf53"", ""1164df00-156c-11f0-b5c3-77f23ada3c57"", ""13c07122-a2c0-477f-889f-269aa60ac5f8"", ""146deca6-1880-4c16-acc1-25afc866c912"", ""150fec8d-5544-4a3d-ac9a-f7e767eec20c"", ""15993cac-05de-44c9-9adb-16c9bbfe8871"", ""16239515-617b-4d7a-9a0f-f93e84a73f51"", ""182d2580-3891-11ef-b7c7-11294b8677f9"", ""190003a3-eaf8-4db7-ad19-ce16c1119218"", ""1e285308-bde5-4a08-90bf-ac338089fb71"", ""1e74677c-7b69-4513-ba43-beb7a987bb20"", ""20235259-43e0-4ed6-acee-a8095ef72b81"", ""20fec246-a786-488e-9c58-7dcbe633d8ba"", ""21d9fc3c-eaeb-481f-917c-d9d329c10de2"", ""26a63590-26d1-11ec-b5e6-c7af73d8c270"", ""27bed029-0845-48f4-ab6e-5c50949e4a7f"", ""28166127-7fef-11ed-9e2a-552de7404ab1"", ""299c1230-4aa8-11ef-99af-e37630363176"", ""2d9fc460-38c6-11ef-9831-537f4a9a6419"", ""2e313186-411b-415e-8bb7-95b9d072e10a"", ""2f8cf66b-4c7c-4f24-ab96-e6df874523f9"", ""339f5020-bd9c-11ed-8316-c31d2a943cf6"", ""350c3c6c-b1e7-476e-9223-efd870652d63"", ""35d0265e-c3e5-424c-b91b-0a7d7286b0fe"", ""37d63fe3-73d0-4715-a9b8-7e67bbe530a2"", ""390a203e-610f-43c1-88bf-43560489ec48"", ""39a4dd92-963c-462f-9c63-d1e31f42af2c"", ""39bfd93d-2dd3-4813-8c1e-5ebc1a51e38b"", ""39cb6c6f-d826-49e3-a3cb-0812ecb4919b"", ""3b3d1e4b-5bc9-437a-97ce-493a0912c683"", ""3bfa8090-25ac-11ef-88da-4b4bb500c8a9"", ""3c28a415-51d5-448d-8f1b-a8e65410ac1c"", ""3c3bec50-0509-11f0-8ea2-613e0227690c"", ""3c845e28-a1d4-460d-a8f7-23c4a345c33e"", ""3cc508af-aae0-430f-ba06-e50530027363"", ""3df3e8fe-d8c0-4464-8b4f-71105ebaae5a"", ""3e7eebf9-3ed3-4103-bb15-f6b3cee08e61"", ""3ea9f12f-687a-4ea0-b769-5aa47ab27638"", ""3f23648c-41d0-47b1-8696-6ad638f41aed"", ""43006557-c9eb-4d27-958d-751d3aa6884c"", ""435cd482-7578-47a2-a55b-be1255ae12b3"", ""440f586d-708b-4a65-b4f6-438185c1bb86"", ""460c661c-c877-4dc4-b39e-f2d4219bed1a"", ""46f5f0bf-e903-4e5f-b496-98d12257b704"", ""4770fc00-8225-4653-b87d-f3587cd7ea3e"", ""48243c22-a011-4fc2-8320-7dbd9e1db54a"", ""4837a922-03b8-4caf-87e6-1df8e498f79c"", ""493ec2a3-a01e-4b09-bf79-6f86ce7fa663"", ""4986df50-00ae-417b-96fd-8c558f56f6d8"", ""49982c70-75dd-4ae5-ab5e-b2447c28a1c2"", ""4baac98b-6821-4241-a00a-3c4cb152f82d"", ""4bbef3de-37ec-46de-a9fa-1e2fcd59a516"", ""4cf4dcd4-28ee-4355-8af6-e8aa90aae59f"", ""4ec96312-1190-4b31-9aae-b9fb5f12d9b0"", ""4fa1f020-619c-11ef-b740-9d85eb13ea5c"", ""52ef2698-02ed-4665-822e-5bcc52c0f5a4"", ""532d5190-ae8f-11ef-ad9d-357b14ac5149"", ""546989a0-25ac-11ef-b10b-edecfcc2ce39"", ""54ab3b11-92fa-4299-8d28-6440bdcd92b0"", ""553c3c7c-be8a-4994-9ab2-b6abf809e66d"", ""562a7e88-2ccf-4fae-af0f-37fe07ffa76f"", ""565240b0-e2c1-11ed-84ea-4baff1b61478"", ""5811bba3-3399-4b8d-8a33-39589dcef2b1"", ""5a60a634-364c-4332-8022-958f75729d21"", ""5bd3e200-775f-4883-929a-c88c7c727911"", ""5c7096fe-9ac2-4b95-9f4e-40e2a0f945b5"", ""5d188fca-88cb-4a4a-ab8d-65d5a3ec943d"", ""6130d1a6-b524-40a0-9bb5-f42fc931bdd6"", ""618afe75-a2bf-473d-8a22-fce251feec79"", ""624af04d-e90c-4773-b96a-0f15a15828a2"", ""6257c3d0-ae8f-11ef-8c47-5501400eaefc"", ""645c70c0-011a-11ec-8052-855a4628af5f"", ""6583694d-4ae9-45a7-b879-983eb6cba123"", ""6627be50-f01a-11ed-bb91-55b93c81d429"", ""684edb07-93f5-4f05-a187-70f7a66fcd9e"", ""6895c932-e422-4597-b20d-6a1d2a414294"", ""69b73473-ec01-4037-9ea3-22faf2f213a0"", ""69f2b450-baa0-11ec-b186-25798295f38d"", ""6a447660-9e1b-11ec-a809-05e4e5dcfdf5"", ""6a69ea0b-8f75-423a-9315-9ef6c8427f57"", ""6bacd8bb-7066-412f-b992-3fcaedab4e77"", ""6c0ae55e-a45d-4d91-8be6-5552eff32b75"", ""6c163dab-ef9e-4d9a-8115-aae63e0d0c7f"", ""6c618f5e-21c9-46cb-914b-824345c4ae5e"", ""6ceed880-13eb-11f0-9e3c-5f4419f58fc2"", ""6e04068e-f284-4486-925a-086e84f4cfae"", ""6e2fa520-ae8e-11ef-98fd-e3adef5ff369"", ""6f987667-d177-45ea-96d2-49d001e0672d"", ""70af7ccb-4e17-44d2-aeb9-c171870ef2f1"", ""70b7d1b9-58e6-42c8-980b-0718a25c75b3"", ""71dadd60-ae8f-11ef-a696-09a582f79846"", ""721131d5-eaa9-43c1-84ad-461adc7dfb60"", ""72234cbd-27ab-4c82-b6b1-d9019cc93a23"", ""7319b25f-5ee1-4611-97ef-4cdc70653d97"", ""74001ca9-a6a8-4e5a-a079-e423488c23b0"", ""7430e7c9-f415-4ae8-99ff-74aef35dd015"", ""75f2711b-81d8-4dc9-a029-592cb1e2a379"", ""772a1a89-cea8-4677-bc1c-ceec3f6a742c"", ""778745e1-c4e4-4e0b-b292-ff8834a2756b"", ""77ac42d0-0690-11ef-a76e-95a3052d5313"", ""78df8d49-dd15-4b61-a257-fd1cf77672ac"", ""78fb4576-26dd-41ec-9fb0-b6fdd05aa3ac"", ""7b7c6585-08cb-439f-8564-b08fa2d1cb51"", ""7d203185-61d9-4c51-af18-f982dfbf41ab"", ""7d3e3dcf-7254-49d3-8e8e-f6e545be6787"", ""7dc77140-25ac-11ef-b00f-833e8c364d11"", ""80a1dbac-3765-411f-90bd-2186d6995dc4"", ""825309aa-5172-4428-abc3-940d55985450"", ""82c0a6f7-bcf1-414a-abdb-ffebb23bcd96"", ""840f7f32-c943-4b79-978e-e08377b325a0"", ""846512b0-a659-11ed-8a87-4346927ee005"", ""856cb300-7ec8-4974-b94a-da6a2904ddce"", ""85990d83-4832-4feb-8e19-484fa57d3b9e"", ""8b49bc77-7410-4ca1-9077-929c335d4656"", ""8bbde50d-48fa-4394-bf1f-254d52d696f4"", ""8c368532-d586-4299-9a52-d33c6c3a6391"", ""8ec56a50-0b91-11ee-ba31-c757caa2b0f1"", ""8f7b6f29-9258-475d-84fc-79094d03ed07"", ""912805e6-a581-4de2-841a-6e8ee204fb5e"", ""91988600-6b4e-4ba3-9e66-a2598049c071"", ""92093310-a659-11ed-b96b-23a13d5d612f"", ""92c10e96-f52f-4d73-9795-83c0ebe4c817"", ""93343492-5dfa-4007-b7c7-b4ca41629eae"", ""9468ec71-561b-43cf-98c6-eef263c250a7"", ""9504a660-04ac-11ee-8188-33c7ef0274a7"", ""9d9b012a-b367-4af3-bb74-9dff56ab62f4"", ""9e223c4d-42a2-439b-84a0-ce858e92dbaf"", ""9f2283e4-d0e5-460d-aa97-75fe697bc198"", ""a0038e0d-df27-459d-a057-e9c59c7a9af8"", ""a073c2d2-e6e7-45a8-abaa-783b93deebcb"", ""a0ab5323-0b14-44d9-8cbd-8c70fcfeed1d"", ""a2c903b4-fad7-4265-8378-b741dfea16fe"", ""a31b62a8-c9e4-45c3-aff7-cb6337a666fc"", ""a4d5a254-7451-4285-a65e-16e031817535"", ""a5fbb982-3e9a-4205-a9df-491dc457fc37"", ""a69117c0-d209-11ef-bb1f-e103f44ce98d"", ""a77950f6-b2ef-4c11-9061-37eb1ff40f80"", ""a797b0a0-ae8e-11ef-8468-39176ccbfda1"", ""a7f4e7ac-98c0-40a5-9ffb-7eee35becb09"", ""a8980e39-7f31-47aa-a23a-3ee5f8dc447c"", ""a8fb11a6-6580-411d-9047-92b7e943b352"", ""a9233202-d044-48a5-abc0-502cf77d7906"", ""a9d1af58-5cbf-4bd0-b22d-90ae87b67fa6"", ""a9e63543-f717-4677-9b12-1f0c6f8900d9"", ""ab32c6da-b1fc-48fc-bd95-e40dd48dc194"", ""ab9316b4-2633-4bc5-b403-f9db597cf0ce"", ""ac17e120-60e5-4078-ad98-249fb9f32342"", ""acc4965a-da88-4cbb-8fce-2853c6e1112d"", ""ad454781-bbcc-4251-90fb-85976135c04c"", ""ae7d9a7e-e4eb-4d0b-80eb-998999fdde8c"", ""ae92d463-c2be-400a-9661-b6297be35775"", ""b096c32e-d24d-44bb-b20c-915b7de5e233"", ""b0bada04-9be1-4953-a57a-081deafa6990"", ""b1aa7180-5b64-11f0-992d-f1bee8faf319"", ""b20db180-9a4b-480a-b41a-ba931a183a6a"", ""b3e20c2c-6bbe-449c-acbb-1ca6d8944661"", ""b4348b45-44a0-4712-add4-31e5f261e734"", ""b4ece7c0-5b63-11f0-a681-0f8596aaaf19"", ""ba212100-461b-11f0-b5f3-31f2e750b34d"", ""bb8611f9-8ebe-41e4-9674-a7d7ab70559f"", ""bc56f32c-23d2-4d87-881b-347b7dc26a65"", ""bcf9a1fc-13f8-4486-a10c-2980c262e353"", ""bd04d225-d0f4-4f5c-840d-f8f27569e2ac"", ""bd7e174a-c2e9-4538-92b4-043297cde2d2"", ""beef1bf1-57a0-4ef4-8f9f-85f665344871"", ""bf849257-c32a-4808-a6a0-dd2ba7089f3f"", ""bff926c3-e079-4d0e-b807-0fc7148d2043"", ""c01cdc45-742c-4be4-843a-19debab3452c"", ""c1f94341-03c3-43e8-b300-f5272d628907"", ""c24c6a10-4c50-4bcd-bacd-1f7a85ff1aa0"", ""c356b850-1576-11f0-92b4-b7c2b754068a"", ""c7d2df81-8acf-49fd-a522-6880fa0b72ca"", ""c9b8ade6-5f13-4109-a48a-e9277ef14940"", ""cb807829-93d1-4288-9f48-10b48850b18b"", ""cd6e4d35-99fd-44ce-9984-5c162fcce67a"", ""ce0cd410-04ab-11ee-bcb8-09f70e91f79e"", ""cf79b8f6-fcbd-4a5d-be9d-ffa3359244ab"", ""d0a4149d-0f4c-4599-89b2-35c73ee3fc8b"", ""d0bb811f-f8ce-488d-b29c-e0fe55da7275"", ""d10fe4c0-374b-11f0-a86b-ad74e980cd95"", ""d431bf6d-2ab1-427a-a417-db45f0187d9f"", ""d48ba9ae-df05-48d2-a0ba-62d9525d78e8"", ""d56a4ac8-32e9-4cf6-bedb-afd84ac46e64"", ""d7c4fe7b-0f74-49de-9943-3c69460499f5"", ""d9f3c25d-439e-4f51-9399-4b9f1a8134a4"", ""da918c90-405e-11ef-b625-d3896666bac2"", ""daa18040-04ab-11ee-b606-315446e6948d"", ""db38de2f-49d7-4202-bbf7-d5ce4603367b"", ""dc2a70df-b901-4def-a70c-cf72bc426b5e"", ""dcbd74a1-671e-42c9-8a9d-df5d29ec96fa"", ""dd900090-56ee-11ec-bc37-1d7612b9aa73"", ""dda158d9-b0a3-422d-a308-ee49aa3313e9"", ""ddd44325-2ea7-440b-82b3-4259b68486a5"", ""de53dfea-07a0-47f5-bafe-2eff24b7d666"", ""df0ef716-46e5-41bd-9ac1-819598b9d07d"", ""e0d91fca-8069-4d0c-9b73-ffb221d07e32"", ""e261bd20-ae8e-11ef-98b5-d32e0bc645ac"", ""e2c3015c-5d57-439e-aab9-0f12b79d656f"", ""e33055ff-a477-4baa-ab61-00d47c32e376"", ""e47f7460-485a-11f0-96b4-e5cfcf6bf29b"", ""e4e74855-26e5-4c18-b226-0606a549920b"", ""e5042140-7a32-11ed-b0c9-7b17e9916055"", ""e57c5be5-ade1-4b06-a759-f0248c7631f7"", ""e59ea9e0-5445-11ec-8262-a7f7e3b98c87"", ""e8290153-e545-4d8a-8580-76a0959fc2a2"", ""ed768fa4-8065-4049-8fca-9237c3dfd0c1"", ""edae6bdf-b1ac-4310-8af1-460ff974b5bc"", ""eef56178-639b-4fe4-87b2-7bddd8f95b19"", ""f0b4e5a8-6634-4035-afb5-1cc7ba56d86c"", ""f1f226af-8408-4492-81f5-c00d092eb2c6"", ""f3813001-bfb7-4a60-83f9-d23eb941c64e"", ""f3bd47bc-7519-4542-9852-902822a32b14"", ""f4d33870-915e-11ed-b71f-e311e1cacd7e"", ""f503f031-1405-4668-b660-284760d4bf97"", ""f5457793-0f4e-49cb-aee7-a2a709dd9d20"", ""f74ba14d-8b10-4bed-b7b8-18877d1a41a5"", ""f9774fb7-0a14-4e1d-b898-d99358736fc4"", ""f9bab96b-46ae-4e5a-8538-c720c15442ae"", ""fdaf2bf0-768f-4c6d-89cc-5d489fdbc4db"", ""fe154d06-ae0f-4bb2-974c-23d524f84b4c"", ""fe185900-6770-11ed-908c-5312d782c5ef"", ""fe4ae3d0-ba9f-11ec-a5b5-07eb53bef418"", ""fe685ad4-5aac-4458-97da-152b1d820a91"", ""fee1e53f-adc3-4303-a2b7-8c97751bbbaa"", ""ffa6ed90-089d-4c49-86a9-ad706be0078d""]",240
